dataset_id,method,family,claim_gate,boundary_shift,gate_pass,component_count,limiting_margin,components,n_definition,baseline_pass,unchanged_from_baseline,decision_change
paul15,PaCMAP,relational,continuum_gate,0.025,False,2,-0.1532180749,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,donor_aware_gate,0.025,True,2,0.1116284698,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,donor_aware_gate,0.025,True,2,0.08536822787,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,donor_aware_gate,0.025,False,2,-0.02419868256,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,False,lost_support
heart_cell_atlas_subsampled,SAUCIE,deep,donor_aware_gate,0.025,True,2,0.08574221255,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,donor_aware_gate,0.025,False,2,-0.03082769449,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,donor_aware_gate,0.025,True,2,0.0007897516986,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,donor_aware_gate,0.025,False,2,-0.07502674128,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,donor_aware_gate,0.025,False,2,-0.03310830814,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PCA,factor,local_neighbourhood_gate,0.05,False,2,-0.2949077584,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PCA,factor,label_support_gate,0.05,True,1,0.193631539,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,GLM-PCA,factor,local_neighbourhood_gate,0.05,False,2,-0.3064569118,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,GLM-PCA,factor,label_support_gate,0.05,True,1,0.2633055345,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,scScope,deep,local_neighbourhood_gate,0.05,False,2,-0.3137098812,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,scScope,deep,label_support_gate,0.05,True,1,0.1161991408,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,SAUCIE,deep,local_neighbourhood_gate,0.05,False,2,-0.2750442254,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,SAUCIE,deep,label_support_gate,0.05,True,1,0.3106899166,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,UMAP,graph,local_neighbourhood_gate,0.05,False,2,-0.2316527672,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,UMAP,graph,label_support_gate,0.05,True,1,0.3218347233,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PHATE,graph,local_neighbourhood_gate,0.05,False,2,-0.2599570382,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PHATE,graph,label_support_gate,0.05,True,1,0.3274703058,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,t-SNE,relational,local_neighbourhood_gate,0.05,False,2,-0.1338766742,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,t-SNE,relational,label_support_gate,0.05,True,1,0.3145564822,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PaCMAP,relational,local_neighbourhood_gate,0.05,False,2,-0.236353298,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,PaCMAP,relational,label_support_gate,0.05,True,1,0.3170836492,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,local_neighbourhood_gate,0.05,False,2,-0.2651159951,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PCA,factor,label_support_gate,0.05,False,1,-0.2546764347,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,local_neighbourhood_gate,0.05,False,2,-0.2877045177,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,label_support_gate,0.05,False,1,-0.05433455433,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,local_neighbourhood_gate,0.05,False,2,-0.2746153846,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,label_support_gate,0.05,True,1,0.009645909646,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,SAUCIE,deep,local_neighbourhood_gate,0.05,False,2,-0.2456043956,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,SAUCIE,deep,label_support_gate,0.05,False,1,-0.09594627595,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,local_neighbourhood_gate,0.05,False,2,-0.1584981685,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,label_support_gate,0.05,False,1,-0.0926984127,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,local_neighbourhood_gate,0.05,False,2,-0.2584004884,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,label_support_gate,0.05,False,1,-0.2216117216,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,t-SNE,relational,local_neighbourhood_gate,0.05,False,2,-0.04362637363,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,True,False,lost_support
paul15,t-SNE,relational,label_support_gate,0.05,False,1,-0.07716727717,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,local_neighbourhood_gate,0.05,False,2,-0.1714163614,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,label_support_gate,0.05,False,1,-0.06241758242,label_neighbor_recall,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,local_neighbourhood_gate,0.05,False,2,-0.2981333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,label_support_gate,0.05,True,1,0.106425,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,local_neighbourhood_gate,0.05,False,2,-0.299225,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,label_support_gate,0.05,True,1,0.198025,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,local_neighbourhood_gate,0.05,False,2,-0.2516833333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,label_support_gate,0.05,True,1,0.2542833333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,local_neighbourhood_gate,0.05,False,2,-0.2842333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,label_support_gate,0.05,True,1,0.257975,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,local_neighbourhood_gate,0.05,False,2,-0.09005,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,label_support_gate,0.05,True,1,0.350725,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,local_neighbourhood_gate,0.05,False,2,-0.1466583333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,label_support_gate,0.05,True,1,0.3380083333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,local_neighbourhood_gate,0.05,True,2,0.03337312795,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,label_support_gate,0.05,True,1,0.3617583333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,local_neighbourhood_gate,0.05,False,2,-0.1187333333,local_retention;trustworthiness,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,label_support_gate,0.05,True,1,0.3498083333,label_neighbor_recall,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PCA,factor,global_geometry_gate,0.05,True,1,0.1516416813,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,GLM-PCA,factor,global_geometry_gate,0.05,True,1,0.03060424537,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,scScope,deep,global_geometry_gate,0.05,False,1,-0.2359395585,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
pbmc3k,SAUCIE,deep,global_geometry_gate,0.05,True,1,0.1397636671,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,UMAP,graph,global_geometry_gate,0.05,True,1,0.02468268428,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PHATE,graph,global_geometry_gate,0.05,True,1,0.04627028579,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,t-SNE,relational,global_geometry_gate,0.05,True,1,0.08752652866,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
pbmc3k,PaCMAP,relational,global_geometry_gate,0.05,True,1,0.131109789,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,global_geometry_gate,0.05,True,1,0.1974668149,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,GLM-PCA,factor,global_geometry_gate,0.05,True,1,0.1530593231,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,scScope,deep,global_geometry_gate,0.05,True,1,0.04475859042,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,SAUCIE,deep,global_geometry_gate,0.05,True,1,0.07131981264,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,UMAP,graph,global_geometry_gate,0.05,True,1,0.138040125,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PHATE,graph,global_geometry_gate,0.05,True,1,0.1013020684,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,t-SNE,relational,global_geometry_gate,0.05,True,1,0.1216594589,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PaCMAP,relational,global_geometry_gate,0.05,True,1,0.1832359127,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,global_geometry_gate,0.05,True,1,0.2385727893,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,global_geometry_gate,0.05,True,1,0.01736442636,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,global_geometry_gate,0.05,False,1,-0.1716281274,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,SAUCIE,deep,global_geometry_gate,0.05,False,1,-0.002218472393,global_rank_corr,one applicable method-dataset-claim gate decision,True,False,lost_support
heart_cell_atlas_subsampled,UMAP,graph,global_geometry_gate,0.05,False,1,-0.196602087,global_rank_corr,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,global_geometry_gate,0.05,True,1,0.03490839921,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,t-SNE,relational,global_geometry_gate,0.05,True,1,0.0006703629749,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,global_geometry_gate,0.05,True,1,0.06289777292,global_rank_corr,one applicable method-dataset-claim gate decision,True,True,unchanged
paul15,PCA,factor,continuum_gate,0.05,False,2,-0.1472571768,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,GLM-PCA,factor,continuum_gate,0.05,False,2,-0.1043173189,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,scScope,deep,continuum_gate,0.05,False,2,-0.2910982037,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,SAUCIE,deep,continuum_gate,0.05,False,2,-0.2552322406,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,UMAP,graph,continuum_gate,0.05,False,2,-0.2366502033,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PHATE,graph,continuum_gate,0.05,False,2,-0.2053694925,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,t-SNE,relational,continuum_gate,0.05,False,2,-0.2715612168,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
paul15,PaCMAP,relational,continuum_gate,0.05,False,2,-0.1782180749,pseudotime_rank_corr;pseudotime_neighborhood_retention,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PCA,factor,donor_aware_gate,0.05,True,2,0.08662846977,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,GLM-PCA,factor,donor_aware_gate,0.05,True,2,0.06036822787,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,scScope,deep,donor_aware_gate,0.05,False,2,-0.04919868256,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,False,lost_support
heart_cell_atlas_subsampled,SAUCIE,deep,donor_aware_gate,0.05,True,2,0.06074221255,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,True,unchanged
heart_cell_atlas_subsampled,UMAP,graph,donor_aware_gate,0.05,False,2,-0.05582769449,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PHATE,graph,donor_aware_gate,0.05,False,2,-0.0242102483,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,True,False,lost_support
heart_cell_atlas_subsampled,t-SNE,relational,donor_aware_gate,0.05,False,2,-0.1000267413,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
heart_cell_atlas_subsampled,PaCMAP,relational,donor_aware_gate,0.05,False,2,-0.05810830814,cell_type_label_recall;donor_entropy_norm,one applicable method-dataset-claim gate decision,False,True,unchanged
