dataset_id,method,family,claim_gate,metric,value,base_boundary,base_margin,n_definition,analysis_role,boundary_shift,sensitivity_boundary,component_pass
heart_cell_atlas_subsampled,GLM-PCA,factor,label_support_gate,label_neighbor_recall,0.798025,0.55,0.248025,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.5,True
heart_cell_atlas_subsampled,scScope,deep,local_neighbourhood_gate,local_retention,0.09831666667,0.3,-0.2016833333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.25,False
heart_cell_atlas_subsampled,scScope,deep,local_neighbourhood_gate,trustworthiness,0.9011066765,0.9,0.001106676487,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.85,True
heart_cell_atlas_subsampled,scScope,deep,label_support_gate,label_neighbor_recall,0.8542833333,0.55,0.3042833333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.5,True
heart_cell_atlas_subsampled,SAUCIE,deep,local_neighbourhood_gate,local_retention,0.06576666667,0.3,-0.2342333333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.25,False
heart_cell_atlas_subsampled,SAUCIE,deep,local_neighbourhood_gate,trustworthiness,0.8756103516,0.9,-0.02438964836,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.85,True
heart_cell_atlas_subsampled,SAUCIE,deep,label_support_gate,label_neighbor_recall,0.857975,0.55,0.307975,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.5,True
heart_cell_atlas_subsampled,UMAP,graph,local_neighbourhood_gate,local_retention,0.25995,0.3,-0.04005,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.25,True
heart_cell_atlas_subsampled,UMAP,graph,local_neighbourhood_gate,trustworthiness,0.966972006,0.9,0.06697200598,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.85,True
heart_cell_atlas_subsampled,UMAP,graph,label_support_gate,label_neighbor_recall,0.950725,0.55,0.400725,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.5,True
heart_cell_atlas_subsampled,PHATE,graph,local_neighbourhood_gate,local_retention,0.2033416667,0.3,-0.09665833333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.25,False
heart_cell_atlas_subsampled,PHATE,graph,local_neighbourhood_gate,trustworthiness,0.9445504743,0.9,0.04455047428,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.85,True
heart_cell_atlas_subsampled,PHATE,graph,label_support_gate,label_neighbor_recall,0.9380083333,0.55,0.3880083333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.5,True
heart_cell_atlas_subsampled,t-SNE,relational,local_neighbourhood_gate,local_retention,0.3881166667,0.3,0.08811666667,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.25,True
heart_cell_atlas_subsampled,t-SNE,relational,local_neighbourhood_gate,trustworthiness,0.983373128,0.9,0.08337312795,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.85,True
heart_cell_atlas_subsampled,t-SNE,relational,label_support_gate,label_neighbor_recall,0.9617583333,0.55,0.4117583333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.5,True
heart_cell_atlas_subsampled,PaCMAP,relational,local_neighbourhood_gate,local_retention,0.2312666667,0.3,-0.06873333333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.25,False
heart_cell_atlas_subsampled,PaCMAP,relational,local_neighbourhood_gate,trustworthiness,0.9666119489,0.9,0.06661194894,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.85,True
heart_cell_atlas_subsampled,PaCMAP,relational,label_support_gate,label_neighbor_recall,0.9498083333,0.55,0.3998083333,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.5,True
pbmc3k,PCA,factor,global_geometry_gate,global_rank_corr,0.6516416813,0.45,0.2016416813,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
pbmc3k,GLM-PCA,factor,global_geometry_gate,global_rank_corr,0.5306042454,0.45,0.08060424537,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
pbmc3k,scScope,deep,global_geometry_gate,global_rank_corr,0.2640604415,0.45,-0.1859395585,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
pbmc3k,SAUCIE,deep,global_geometry_gate,global_rank_corr,0.6397636671,0.45,0.1897636671,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
pbmc3k,UMAP,graph,global_geometry_gate,global_rank_corr,0.5246826843,0.45,0.07468268428,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
pbmc3k,PHATE,graph,global_geometry_gate,global_rank_corr,0.5462702858,0.45,0.09627028579,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
pbmc3k,t-SNE,relational,global_geometry_gate,global_rank_corr,0.5875265287,0.45,0.1375265287,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
pbmc3k,PaCMAP,relational,global_geometry_gate,global_rank_corr,0.631109789,0.45,0.181109789,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,PCA,factor,global_geometry_gate,global_rank_corr,0.6974668149,0.45,0.2474668149,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,GLM-PCA,factor,global_geometry_gate,global_rank_corr,0.6530593231,0.45,0.2030593231,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,scScope,deep,global_geometry_gate,global_rank_corr,0.5447585904,0.45,0.09475859042,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,SAUCIE,deep,global_geometry_gate,global_rank_corr,0.5713198126,0.45,0.1213198126,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,UMAP,graph,global_geometry_gate,global_rank_corr,0.638040125,0.45,0.188040125,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,PHATE,graph,global_geometry_gate,global_rank_corr,0.6013020684,0.45,0.1513020684,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,t-SNE,relational,global_geometry_gate,global_rank_corr,0.6216594589,0.45,0.1716594589,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
paul15,PaCMAP,relational,global_geometry_gate,global_rank_corr,0.6832359127,0.45,0.2332359127,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
heart_cell_atlas_subsampled,PCA,factor,global_geometry_gate,global_rank_corr,0.7385727893,0.45,0.2885727893,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
heart_cell_atlas_subsampled,GLM-PCA,factor,global_geometry_gate,global_rank_corr,0.5173644264,0.45,0.06736442636,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
heart_cell_atlas_subsampled,scScope,deep,global_geometry_gate,global_rank_corr,0.3283718726,0.45,-0.1216281274,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
heart_cell_atlas_subsampled,SAUCIE,deep,global_geometry_gate,global_rank_corr,0.4977815276,0.45,0.04778152761,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
heart_cell_atlas_subsampled,UMAP,graph,global_geometry_gate,global_rank_corr,0.303397913,0.45,-0.146602087,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
heart_cell_atlas_subsampled,PHATE,graph,global_geometry_gate,global_rank_corr,0.5349083992,0.45,0.08490839921,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
heart_cell_atlas_subsampled,t-SNE,relational,global_geometry_gate,global_rank_corr,0.500670363,0.45,0.05067036297,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
heart_cell_atlas_subsampled,PaCMAP,relational,global_geometry_gate,global_rank_corr,0.5628977729,0.45,0.1128977729,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,True
