method,family,scenario,scenario_label,metric,metric_label,column_label,claim_axis,threshold,value,value_sd_across_generated_datasets,value_minimum,value_maximum,relative_threshold_margin,relative_margin_minimum,relative_margin_maximum,n_generated_datasets,n_cells_per_generated_dataset,value_definition
scScope,deep,nonlinear_manifold,Nonlinear,truth_local_retention,Local,Nonlinear | Local,truth_geometry,0.3,0.1215925926,0.007508968118,0.1133333333,0.1299074074,-0.594691358,-0.6222222222,-0.5669753086,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,nonlinear_manifold,Nonlinear,truth_trustworthiness,Trust,Nonlinear | Trust,truth_geometry,0.9,0.8409571444,0.01811959605,0.8217021361,0.8668509219,-0.06560317292,-0.08699762651,-0.03683230895,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,rare_population,Rare,label_neighbor_recall,Same-label,Rare | Same-label,cell_state_support,0.55,0.9748518519,0.007578068765,0.962962963,0.9824074074,0.7724579125,0.7508417508,0.7861952862,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,rare_population,Rare,latent_distance_corr,Geometry,Rare | Geometry,truth_geometry,0.45,0.7834281551,0.06861880291,0.6738348005,0.8505515871,0.7409514557,0.4974106678,0.8901146379,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,rare_population,Rare,rare_label_recall,Rare-state,Rare | Rare-state,rare_state_support,0.5,0.9188571429,0.04462186808,0.8780952381,0.9923809524,0.8377142857,0.7561904762,0.9847619048,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,rare_population,Rare,truth_local_retention,Local,Rare | Local,truth_geometry,0.3,0.105537037,0.008381905768,0.0937037037,0.114537037,-0.6482098765,-0.687654321,-0.6182098765,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
scScope,deep,rare_population,Rare,truth_trustworthiness,Trust,Rare | Trust,truth_geometry,0.9,0.8741330836,0.00565191029,0.8666549764,0.8821716085,-0.02874101824,-0.03705002627,-0.01980932391,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,batch_shift,Batch,batch_entropy_norm,Batch mix,Batch | Batch mix,batch_biology_tradeoff,0.65,0.003789771458,0.003468958964,0.0009815537084,0.007953736623,-0.9941695824,-0.9984899174,-0.9877634821,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,batch_shift,Batch,label_neighbor_recall,Same-label,Batch | Same-label,cell_state_support,0.55,0.9934074074,0.002912180559,0.9893518519,0.9969444444,0.8061952862,0.7988215488,0.8126262626,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,batch_shift,Batch,latent_distance_corr,Geometry,Batch | Geometry,truth_geometry,0.45,0.754420078,0.01966060725,0.7206878053,0.7709319295,0.6764890621,0.6015284563,0.7131820655,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,batch_shift,Batch,truth_local_retention,Local,Batch | Local,truth_geometry,0.3,0.07166666667,0.00171608824,0.06953703704,0.07388888889,-0.7611111111,-0.7682098765,-0.7537037037,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,batch_shift,Batch,truth_trustworthiness,Trust,Batch | Trust,truth_geometry,0.9,0.8557479409,0.001038007614,0.8546855571,0.8572665923,-0.04916895454,-0.05034938094,-0.04748156414,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,branching_trajectory,Branch,label_neighbor_recall,Same-label,Branch | Same-label,cell_state_support,0.55,0.7398148148,0.02392421304,0.7237962963,0.7815740741,0.3451178451,0.315993266,0.421043771,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,branching_trajectory,Branch,latent_distance_corr,Geometry,Branch | Geometry,truth_geometry,0.45,0.4515057011,0.04874353038,0.3768683976,0.5137387851,0.003346002503,-0.162514672,0.1416417447,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,branching_trajectory,Branch,pseudotime_distance_corr,Pseudotime,Branch | Pseudotime,continuum_support,0.45,0.3545470603,0.1438551208,0.1199487477,0.4933208373,-0.2121176439,-0.7334472274,0.09626852729,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,branching_trajectory,Branch,truth_local_retention,Local,Branch | Local,truth_geometry,0.3,0.09418518519,0.00423776784,0.08953703704,0.1,-0.6860493827,-0.7015432099,-0.6666666667,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,branching_trajectory,Branch,truth_trustworthiness,Trust,Branch | Trust,truth_geometry,0.9,0.7937031458,0.01532449922,0.7800082364,0.8170984112,-0.1181076158,-0.1333241818,-0.09211287647,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,dropout_stress,Dropout,label_neighbor_recall,Same-label,Dropout | Same-label,cell_state_support,0.55,0.9847592593,0.00484614097,0.9766666667,0.9886111111,0.7904713805,0.7757575758,0.7974747475,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,dropout_stress,Dropout,latent_distance_corr,Geometry,Dropout | Geometry,truth_geometry,0.45,0.8183033044,0.0101714599,0.8074865993,0.8319166702,0.8184517876,0.7944146651,0.8487037115,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,dropout_stress,Dropout,truth_local_retention,Local,Dropout | Local,truth_geometry,0.3,0.07274074074,0.002843813829,0.06768518519,0.07453703704,-0.7575308642,-0.774382716,-0.7515432099,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,dropout_stress,Dropout,truth_trustworthiness,Trust,Dropout | Trust,truth_geometry,0.9,0.8536177002,0.002328288188,0.8509272544,0.8565061906,-0.05153588867,-0.05452527292,-0.04832645494,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,linear_low_rank,Linear,label_neighbor_recall,Same-label,Linear | Same-label,cell_state_support,0.55,0.9938703704,0.005860240705,0.9868518519,1,0.807037037,0.7942760943,0.8181818182,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,linear_low_rank,Linear,latent_distance_corr,Geometry,Linear | Geometry,truth_geometry,0.45,0.8162768055,0.01086992352,0.7981830489,0.8258634256,0.8139484567,0.7737401088,0.8352520568,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,linear_low_rank,Linear,truth_local_retention,Local,Linear | Local,truth_geometry,0.3,0.07453703704,0.005823404248,0.0662037037,0.08222222222,-0.7515432099,-0.7793209877,-0.7259259259,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,linear_low_rank,Linear,truth_trustworthiness,Trust,Linear | Trust,truth_geometry,0.9,0.8568687497,0.002752021644,0.8526161061,0.8599589511,-0.04792361148,-0.05264877104,-0.04449005438,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,nonlinear_manifold,Nonlinear,label_neighbor_recall,Same-label,Nonlinear | Same-label,cell_state_support,0.55,0.8602037037,0.02444246274,0.8372222222,0.9015740741,0.564006734,0.5222222222,0.6392255892,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,nonlinear_manifold,Nonlinear,latent_distance_corr,Geometry,Nonlinear | Geometry,truth_geometry,0.45,0.6096469765,0.07033589977,0.501337883,0.6920208886,0.354771059,0.1140841845,0.5378241969,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,nonlinear_manifold,Nonlinear,pseudotime_distance_corr,Pseudotime,Nonlinear | Pseudotime,continuum_support,0.45,0.5658238973,0.1051306108,0.4050466185,0.669281225,0.2573864384,-0.09989640331,0.487291611,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,nonlinear_manifold,Nonlinear,truth_local_retention,Local,Nonlinear | Local,truth_geometry,0.3,0.120962963,0.009609710524,0.1098148148,0.1303703704,-0.5967901235,-0.6339506173,-0.5654320988,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,nonlinear_manifold,Nonlinear,truth_trustworthiness,Trust,Nonlinear | Trust,truth_geometry,0.9,0.8514606249,0.01473868873,0.8368400287,0.8674264042,-0.053932639,-0.0701777459,-0.03619288426,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,rare_population,Rare,label_neighbor_recall,Same-label,Rare | Same-label,cell_state_support,0.55,0.9894074074,0.00360849858,0.9862962963,0.9951851852,0.7989225589,0.7932659933,0.8094276094,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,rare_population,Rare,latent_distance_corr,Geometry,Rare | Geometry,truth_geometry,0.45,0.7640483031,0.04256865384,0.7023197109,0.8145160611,0.6978851179,0.5607104686,0.8100356914,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,rare_population,Rare,rare_label_recall,Rare-state,Rare | Rare-state,rare_state_support,0.5,0.9782857143,0.01712168004,0.9580952381,0.9961904762,0.9565714286,0.9161904762,0.9923809524,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,rare_population,Rare,truth_local_retention,Local,Rare | Local,truth_geometry,0.3,0.09685185185,0.002390431601,0.09416666667,0.09907407407,-0.6771604938,-0.6861111111,-0.6697530864,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
t-SNE,relational,rare_population,Rare,truth_trustworthiness,Trust,Rare | Trust,truth_geometry,0.9,0.8693188533,0.002190001329,0.8670630746,0.8729215155,-0.03409016301,-0.03659658383,-0.03008720501,5,720,mean continuous known-truth metric across five independently generated datasets; no pass-fraction aggregation
